"ID","Sentence","Emotion"
"2988","nay về phải điều tra 2 con mèo nhà mình lại xem có bồ bịch hay yêu đương gì mấy con chuột không mà thấy lâu nay im re 😂😂😂😂😂😂😂😂😂😂","other"
"1376","hoang anh =)))) kh s mà","enjoyment"
"3162","mẹ tụi yêu nhau","enjoyment"
"1123","giản dị rễ thương nhưng lại ấm áp vô cùng chúc hai bạn trăm năm hạnh phúc tình viên mãn","enjoyment"
"4104","chắc con bé áp lực lắm 😌","other"
"3020","nhìn chú rể có vẻ đang ngứa răng lắm rồi","other"
"5334","chắc hậu cô vít nợ ai thì quên mà ai nơ mình thì","other"
"2181","ông chủ thớt hơi vô duyên bớt để ý và phán xét người khác dùm ra nước ngoài đến 70% con gái nó mặc kiểu này chắc ông tụt huyết áp 😑","anger"
"2034","nguyen linh cún nhà e tà đạo đc ntn không :))","other"
"5090","t đã sống đủ lâu để chờ ngày này😭😭😭","enjoyment"
"3784","y hệt con tôi haha ( mẹ là con chó mẹ của con 😂)","enjoyment"
"6043","trộm vía lên xuống chỉ 3 kí","other"
"4725","đơn giản nhưng khó khăn 😞","sadness"
"3678","mang 10 cái mền vẫn còn nhục 🤣","enjoyment"
"574","hoàng đạt trông có ghét ko cơ chứ","enjoyment"
"3519","phạm minh phương tin không","other"
"3346","lê minh anh cười đểu :)))","enjoyment"
"6846","chầm kẽm hết quãng đời còn lại🤣🤣🤣","sadness"
"7044","rảnh đâu mà yêu kiểu đó 😔","disgust"
"4316","biết tôi mất gốc là được rồi giờ tôi ko cần nữa vì dòng đời gây cho tôi cái tính sống buông thả này đó","other"
"7487","trong trường hợp nếu chủ quán cơm cho khách quét qr mà doanh số nên tới 500 triệu 1 năm thì bắt buộc phải đóng rồi chứ nếu cho khách trả tiền mặt chi cục thuế sao biết được 1 năm quán bán được bao nhiêu suất cơm đâu","other"
"3078","mẫn nhi và tổng tài đây à :)))","other"
"1714","linh bii géc gô thôi t sẵn sàg rồi","other"
"6657","nó đó chính nó","other"
"2429","không bù nhà t :))) t tiếc tiền khi mua sầu riêng ăn :)) nhưng t hay gửi hình ảnh sầu và chồng thì cứ quất luôn :))) k đi mua đc thì ting ting tk bảo mình mua 🤣🤣🤣","enjoyment"
"3655","may ông ấy không mặc cái vòi về trước đấy","other"
"3047","mình nói chuyện bình thường được không nhỉ","other"
"5599","tôi nghĩ thuyết nhị nguyên không hạn hẹp như thế bạn nhìn cái “ bát quái “ xuất hiện từ trung quốc xưa từ thuyết nhị nguyên và tính tương đối sự vận hành một cách có khoa học và biện chứng của nó","other"
"3115","hai người hạnh phúc 3 người cười 🤣","enjoyment"
"5662","nói im great mà phát âm thiếu chữ r 🥹","sadness"
"6638","thảo nào e bị bắt cóc mới không thấy trả lời","other"
"2024","khon nhu cho","enjoyment"
"7367","ngoc han dô phân tích cái đề cho chị đi cưng","other"
"6596","bốc đầu mà 😂","enjoyment"
"5964","ck tui toàn bỏ qua cho tui k ak","other"
"2648","phát minh vĩ đại🤣","enjoyment"
"1330","mong bộ phép thuật vào làm việc","surprise"
"6553","dòng dỏi nhà mèo toàn họ nhà bóc ko à hợp với diện mạo ghê kkk","enjoyment"
"1161","đúng người đúng gu mỗi tội chưa đúng thời điểm xem thấy giống thật sự hihi","enjoyment"
"2930","không biết khi nào mình cưới đây🤣🤣","other"
"661","tiếng việt thật là phong phú 8))","enjoyment"
"5303","mannifest đỗ tốt nghiệp 🍀💚💚","other"
"2016","hoàng long chó nó còn khôn hơn m","disgust"
"1326","ngta bthg mà sao cứ nói ngta hâm vậy 🥹","sadness"
"7306","do cách sắp xếp và phối đồ rất tiện nghi gọn gàng","enjoyment"
"414","đang đi cày đi làm nơi xa mà nghe tin cả gia đình mất hết vậy còn gì đau đớn hơn =(( quá khổ","sadness"
"4080","thấy thương nhĩ","sadness"
"202","í là kịch khung là 10 năm còn k thì c bồi dưỡng 7 năm xong về nhường lại ghế🤭","enjoyment"
"1318","hỏi nhây t chửi ráng chịu 😒","anger"
"6930","thực tế quá:)))","enjoyment"
"3771","hoa chu đừng làm vậy 😌","other"
"1799","lật đi xem nào =))","disgust"
"7240","nhà ở bk lại gần cố cung 🥹 hị hị","enjoyment"
"2595","bổ ích kiến thức xây dựng ))","enjoyment"
"4044","y hệt tau phát cáu","other"
"3135","chắc tôi nghỉ xài điện thoại quá bây","anger"
"4200","có vứt mà mà vứt vào lồng nuôi :)))","other"
"6342","đàm văn bộ nào xuống nhà em em sẽ bật tivi cho anh xem khỏi đếm gạch 🤣","other"
"3593","nguyễn thị thu trang cười cười","enjoyment"
"5108","trước xem ổng chơi seri game gì ấy quên r","other"
"2376","t mà thèm gì t cũng tự mua ăn đếch cần phải hỏi hay nhờ ai muatiền của mình mình muốn ăn gì thì tự mua mà ăn thôi","anger"
"2253","thấy thương gì đâu á","enjoyment"
"2674","xem clip xong phải nói là trí tưởng tượng của t thấp quá phải đi uống fishi đây","other"
"7454","nguyen mai linh vann anhh trúng mánh trúng mánh","enjoyment"
"2051","tran thi hien khôn hơn m nữa","enjoyment"
"6120","quỳnh nga tại sao","other"
"4733","hdo t quen ny ny t k có tiền t còn cho tiền ny t ngược lại mà nó ngoại tình 🙂🙂🙂","sadness"
"2184","đm quan điểm của m đúng hay không k cần quan tâm nữa đm biến thái vl m chụp ảnh bộ phận nhạy cảm của phụ nữ rồi up lên mạng và nghĩ thế là hay à","anger"
"531","đầu thai qa làm mèo thôi :))","enjoyment"
"4388","tất cả đều đúng như dự kiến trừ điểm chuẩn quá thấp","other"
"2115","hà thị thương ngang giống e ý","other"
"1132","cả 2 dễ thương xỉu luôn á","enjoyment"
"104","bạn loz gì bạn gì","anger"
"655","fun fact:cây vải h3 có tỉ lệ mọc ra đĩa cd","other"
"7463","ý xuân lê 45 củ :(","sadness"
"3299","cố gắng cỡ nào rồi cũng vậy thì bạn làm sao hả","sadness"
"709","hải phòng có thèn lôn hèn hơn con cơ hó hồ lê vũ loại mất dạy tôi tởm và căm thù tới tận xương tủy loại khôn nạn học xong thì gia đình đánh nhau chửi nhau cả một khoảng thời gian trước con điếm chó vũ hồ boylove vs thím thỏ trần vinh nguyễn ngọc hiếu tv không quen biêt j biến ngay kodama san liên quan j hay quen biêt thèn khôn nạn hồ lê vũ đi đú vs trần vinh từ bên nhật xâm lược fb vs cs của ng khác như nho lua trong đay hay tôn trọng ng việt nam hồ lê vũ trả lại tiền học phí cho tôi còn bạn nào như tôi mà ở hà nội thì tới tận nơi đòi nó trả tiền học phí bảo nó cút dùm","anger"
"2815","có muốn sướng một tý cũng phải trèo lên trèo xuống mới có cái cảm giác lại còn mệt xoài 😂😂🤣🦺🧚‍♀️","other"
"722","hình như anh em hải phòng cũ hải phòng mới không để ý điều này nhỉ ngày 12/6 đề về 49 và 15 34 = 49 <3","other"
"2613","làm đc như này thì cũng giỏi thật","enjoyment"
"7149","chính là toyyyy 😂","enjoyment"
"2077","minh huy m khôn ghê á","disgust"
"7137","và ng đóo chính là toiii 🥲","enjoyment"
"5479","vợ tui tuy xinh thật nhưng lúc bã nóng lên là sư tử còn sợ","fear"
"7186","hương phù sa quen quen 🤣🤣","enjoyment"
"5109","họ yêu nhau tôi hạnh phúc =)))","enjoyment"
"3703","trần thuận về thử đi","other"
"2976","nhìn là biết ép duyên rồi🤭","other"
"6988","th k cần🥰 tiền em k thiếu","other"
"3930","nhíu cả đít nữa","enjoyment"
"299","theo t đoán =)))) ngày xửa ngày xưa (chắc cũng không xa lắm) có một chị kế toán vừa mới ra trường háo hức bước chân vào nghề quyết tâm “cân cả thế giới bằng tay phải tay trái để gõ misa” công ty mới quy trình lộn xộn hóa đơn bay như bươm bướm mùa hè sếp thì gắt mà phần mềm thì cứ quay tít như con quay hồi chuyển một ngày nọ chị định khoản: nợ 156 – có 111 nhưng thực chất đây lại là khoản chi mua tivi cho… nhà riêng của sếp sếp bảo: “cứ cho vào hàng hóa kế toán nhà mình linh hoạt xíu” chị gật đầu run run bấm enter… rồi cũng như bao chuyện khác: tháng qua quý qua năm qua… kiểm toán đến thanh tra đến một ngày đẹp trời hồ sơ chị định khoản năm ấy được lôi ra mổ xẻ kết luận: • ghi nhận sai bản chất giao dịch • không có hóa đơn hợp lệ • hạch toán sai tài khoản dẫn đến làm sai báo cáo tài chính • và… gian lận thuế có tổ chức sếp thì phủi tay: “tôi đâu biết kế toán làm vậy tôi đâu có chỉ” và thế là: chị đi tòo thật =))))","other"
"5346","giờ mà tiền thiếu hs chưa đóng chắc nhắc k bt bn lần giờ đây 23 lớp chưa trả quên kiểu đó","anger"
"286","duc anh làm giám đốc hộ 3 năm","other"
"6440","run thế cơ à","disgust"
"5563","khì bà nắc 🐃🐃🐃🐄🐄🐄😎😎😎","other"
"3485","chia tay mẹ đi :))","anger"
"3765","con mình thì ngồi trên ô tô đút cho mẹ 1 miếng bà 1 miếng xong nó bảo “2 đứa vừa ăn vừa đi xe” 😂😂😂","enjoyment"
"918","bọn này nó bị mù internet hay sao mà người ta bị lên phường hoài vẫn cứ làm nhỉóc cứt","anger"
"1294","1 hồi 1 vũng","other"
"6300","ngừng tìm r ấy mà vẫn chưa xuất hiện😂","enjoyment"
"6158","thâm thuý thật đọc mãi mới hiểu ))) nhiều dép mà","surprise"
"5761","chạy nhanh quá","other"
"3040","hạnh phúc haaaa 😅","enjoyment"
"6994","tình dục chỉ là nhu cầuđừng đổ thừa cho tình yêu nếu tinh dục là ty thì k có chuyện nạo phá thai và những đứa trẻ bị bỏ rơi đâucứ cổ xúytuyên truyền làm bọn trẻ 1415t học theo hại đời nó nghĩa của tình yêu rộng lắm:yêu thươngnhường nhịnđồng hànhvà cũng là 1 ng bạn đời nữa","disgust"
"786","trần trường nam cú đá đi vào trại giam 😅","enjoyment"
"2113","at nguyễn bế bế","other"
"6015","sao mình ko mập lên nhỉ chắc tại ko có ny đi ăn cùng","other"
"6808","huấn luyện viên cao tay","enjoyment"
"4241","mai mốt nó lớn nó tắm lại cho ông ý 🥰có qua có lại","enjoyment"
"3943","khánh linhh :))","other"
"6571","a long mà lị 😆😆","enjoyment"
"3846","duyên bii cười vch","enjoyment"
"1621","lương dungdo re monđặng hương quỳnh hồi mình học k có bộ môn này nhỉ","other"
"2105","minh hanhh sau nay anh se be em kieu v nhaaaa","enjoyment"
"6038","ngô ahuy k sao lu lo được huy cứ ăn rau còn thịt để tôi🥹","other"
"1275","nguyễn ngọc mai mé cười hp theo ngta kkk","enjoyment"
"2620","đồ đệ của đạt văn tây chắc luôn","other"
"5958","tui mà đi ăn là tui ăn hết cái tô của tui phải đầy đủ mắm ớt màu mè dô mới ăn trắng bóc là tui chê :))","other"
"5269","rất may cho xã hội đỡ có bọn sống chật đất trong xã hội mang vạ cho người khác","enjoyment"
"6051","ăn ít để giữ dáng mà ăn ít đói nên ăn nhiều lần","other"
"2284","nó kiểu mang bụng nặng rồi con đạp nhút nhích sắp đẻ nên nên muốn đc mình xoa bụng cho dễ chịu thôi chồn ló nhà tui cũng vậy xoa dc 1 2 ngày bả đẻ luôn 4 thằng k có gái đứa nào luôn 🤣🤣","enjoyment"
"1706","phương nghĩa chất chưa nè","enjoyment"
"4278","tính gia trưởng ngta tính hơn đâu có tính chịu thiệt","other"
"1848","chắc ăn hết rồi hết hàng nên gỡ thôi","other"
"2202","kệ mẹ người ta mặc gì là chuyện của họ chuyện mình lo chưa xong lo chuyện thiên hạ riêng t thấy ảnh 1 bình thường ảnh 2 ảnh 3 hơi lộ 1 xíu do chất và màu vải tuy nhiên không đến mức để mấy cha mấy má lên đây dạy đời như vậy","anger"
"849","nhớ hồi đó đi đường vừa dừng xe kế xe oto thì nó hạ cửa sổ thẩy nguyên bọc rác ra ngoài xong nhìn nó thì nó làm như là chuyện bth v :))","disgust"
"607","ng duonng ghen tị chưa kìa🤣🤣","enjoyment"
"7288","thiết kế quá đỉnh","enjoyment"
"7325","sơ sơ nội thất thôi cũng 12 tỉ rồi mà nhà này decor quá gọn gàng sạch sẽ bà vk có mắt thẩm mỹ thật","surprise"
"4238","bảo vứt mà suýt nx thêm tên vào hộ khẩu r 🤡","enjoyment"
"7390","k có dị nhất chỉ có dị hơn ))) trần hậu báu","disgust"
"3292","vẫn đang nỗ lực từng ngày","enjoyment"
"1794","ae bị hại được nhận lại tiền k =))","other"
"4365","đầu óc tỉnh táo điểm như ý muốn làm ơn🍀🙏","fear"
"2211","em nó méc là con nó đạp hay sao ây lúc trước mình có 1 con cũng vậy sắp đẻ cứ bắt xoa bụng hoài","other"
"6104","đoàn tổng 65 lên 73 sao 6 tháng 🥲","other"
"745","iran: chatgpt vẽ cho tao con f35 để lùa ae nàoo","disgust"
"4314","hồng quyên nghe ch cô nương🤌🏻","other"
"2463","thành nguyễn may quá nhà ko ai ăn đc sầu riêng🤣🤣🤣","enjoyment"
"568","chắc mới lấy nhaooo đc 1 năm 🙄","other"
"635","trương hoàng hải ninh cơm mèoo","enjoyment"
"2080","ý thức hơn khối người","enjoyment"
"1987","đứa nào chuyển sinh đấy","surprise"
"4769","đây là học sinh lớp mấy","other"
"5815","cái mũ áo đầy tiếttt","other"
"3052","chắc tôi xóa thêm một nick facebook nữa quá","sadness"
"4179","thì vứt mà vứt ai thì chưa bt","other"
"2234","dễ thương hơn con đình","enjoyment"
"229","bận đi tu dưỡng đạo đức à:))","enjoyment"
"5587","phản đối vậy mà nhà trường lại sử dụng cách này không đạt thì ở lại đạt thì ra trường điểm cao thì ra trường điểm thấp thì ở lại theo ad hệ thống này chưa đủ chi tiết để đánh giá rõ ràng một cá nhân nhưng theo tui thì đây là cách đánh giá rõ ràng nhất con người thì có rất nhiều sự khó đoán trong suy nghĩ tuy nhiên qua giao tiếp trong thời gian dài ta sẽ dễ nhận thấy những hành động cử chỉ và lời nói để chúng ta có thể hình dung họ như thế nào đối với ad cách này chưa đủ sâu sắc và chi tiết nhưng với tui đây là cách nhanh và dễ nhận biết nhất lí do rất đơn giản va vấp với đời là hiểu","other"
"2966","ý vũ văn tối về “thịt” em luôn =)))","other"
"437","thấy 1 ngước ngóc dậy mà","other"
"1399","huấn rose mặt t với bố t y hệt nhau thời ông trẻ nhà đông ae ô là anh cả toàn ăn ít nhịn để cho thầy u và các em dc ăn thêm mà cũng cao 1m7 đi bộ đội thêm dc 5cm là 175 dòng họ chỉ có mình t lùn ko hiểu sao nữa thằng thấp nhất cũng m83 2 đứa e gái thì m7 chồng t 1m8 sang nhà t là lùn đó","sadness"
"7310","có nhà đất ở bắc kinh thì cũng không phải dạng vừa đâu","surprise"
"5546","nhưng mà ý là ví dụ t đứng trong thang máy với mấy khứa tập gym khỏe mạnh cao to gấp đôi t rồi họ hút thì t biết ngăn kiểu gì 🙂 họ tát cho phát là tới nái luôn chứ ngăn sao ta","other"
"7287","ui al nó tạo mấy căn nhà nhỏ đầy t thấy kênh nghiện nhà trên tiktok nó đăng đầy 19m2 hơi nhỏ nhưng ko như mấy cha cho thuê nhà đâu đây 19m2 nó là diện tích thật ko phải phòng 15m2 mấy p trọ kêu 20m2 25m2là tính cả gác đâu","disgust"
"1529","đm con hoà nhìn hãm cả dái người đồng bào ngta còn khổ gấp trăm vạn lần mà họ còn nói được như vậy đm con hoa hãm lol","anger"
"2223","sao giống em cún nhà mình thế không biết","other"
"5640","đi thi ghi lộn i love corn thành i love porn","other"
"2726","đàn ông có trách nhiệm sẽ vất vả hơn phụ nữ rất nhiều đàn ông vô trách nhiệm thì ngược lại","other"
"5348","23 cô cùng quên 🤣","enjoyment"
"833","1 đấm 30tr chắc 1 cước thì thêm 5tr á :)))","enjoyment"
"4454","bác sĩ mà dùng từ đẻ đái ôi loạn","disgust"
"4659","bất lực dữ luôn ấy","sadness"
"643","thịt mèo bnh 1 cân v a zai","other"
"1678","thầy hùng cống còn không anh em","other"
"4826","nam mô a di đà phật thương cháu quá mình hay mua chuối nhà cháu đấy","sadness"
"3042","biết ông tiên không","other"
"7069","không có chỉ là tình thương thôi","other"
"5343","quên trả hay là nuốt không được","other"
"7136","đức thịnh hình ảnh quen thuộc 😂","enjoyment"
"5088","ơ a dương ép gờ :v","surprise"
"6838","e quá giỏi bình tĩnh của e x100k","enjoyment"
"29","ngô hoài sau khiếp :))) hong dám kể nửa may là kể chuyện mình chứ chuyện ngkhac biết tay nhau liền 😶","fear"
"7570","truy thu 78 năm khi chưa có hướng dẫn cụ thể thì số tiền nhiều lắm","other"
"2098","phan tuan anh:))","enjoyment"
"5078","rất điện ảnh :)))","enjoyment"
"4180","mỹ duyên giờ cưng còn hơn t nữa cho ăn đầy đủ chưa thiếu cử nào hết 🥹","sadness"
"3060","tường duy sau này em cũng vậy nhé","other"
"5022","thám tử lừng nan cô danh 🫶🏻","enjoyment"
"1419","bao thanh vu nữ m58 cũng cao r đó bà","other"
"812","người sài gòn thân thiện :3","disgust"
"5724","nhầm hay quá ha","other"
"4587","hé hé cần cân nhắc 😂😂","enjoyment"
"6348","đức đạt tập đi anh bạn:>>","other"
"2636","ta còn tưởng phía dưới bàn ăn là bệt vs cơ đang ăn mà có nhu cầu ẻ thì đổi kênh lun 🤣😂","other"
"1572","trấn lột cùng các nghệ sí thì sao😏","other"
"6803","may còn cái quần trong😂","surprise"
"3524","vãi cả lồn hẳn 20 cái tôi 1 cái dùng còn không xong","disgust"
"6175","mé phải đi đọc bl mới hiểu đc sự thâm thuý 🤣🤣🤣🤣","enjoyment"
"163","bạn thân lồn gì","disgust"
"5328","đỗ thì thoy 🍀🍀","enjoyment"
"5874","nhớ mill của tui🥺🥺","sadness"
"3769","con tôi nó bảo con chó bố con chó mẹ đẻ ra con chó con 🤣","enjoyment"
"1719","đoàn hào quang viet anh ôi ngôi trường yêu dấu","enjoyment"
"5027","mình biết mà nhưng mình k nói đâu","other"
"6179","dơ cái néck lên coiii","surprise"
"3677","hoàng khánh huyền hỏi anh tú có dám rửa không chị cười cười cười","enjoyment"
"5659","i love disk thành i love dick =))","enjoyment"
"6801","yêu con quá con là một người tuyệt vời và có nhiều tiềm năng hãy tự tin và phát huy hết khả năng của mình","enjoyment"
"2345","ụa ụa bầu thì bầu chứ nựng ta thì vẫn phải nựng chứ chời","enjoyment"
"1996","bùi huy nguyễn trọng hải ko bằng con chó","disgust"
"4060","đầu lắm chấy cắn chấy cắn ngứa cháu gãi khổ quá bố mẹ bắt cho cháu kẻo khổ thân cháu quá","sadness"
"6660","bớt đi nhá hoshi baccha","anger"
"2582","khó thế cũng làm được nữa :)))","enjoyment"
"4447","ăn đồ ăn nhanh hàng quán ăn uống lạnh thức khuya xem điện thoại máy tính nhiều rất hại sức khoẻ bệnh tùm lum khắp bs thương bệnh nhân lắm mới nói lắm thế❤️","enjoyment"
"4077","𝐊𝐇ó𝐀 𝐇ọ𝐂: 𝐊ế 𝐓𝐎á𝐍 𝐓ổ𝐍𝐆 𝐇ợ𝐏 𝐎𝐍𝐋𝐈𝐍𝐄 𝐓𝐎à𝐍 𝐐𝐔ố𝐂 cấp chứng chỉ theo quy định nâng cao kỹ năng tăng cơ hội việc làm đơn vị đào tạo & cấp chứng chỉ: trường cao đẳng kinh tế kỹ thuật công nghiệp thời gian học: 19h30 21h30 (thứ 2 thứ 4 thứ 6) hình thức: học online 100% – linh hoạt tiện lợị liên hệ tư vấn & đăng ký ngay: hotline/zalo: 0982219396 (ms ngân) inbox để nhận thông tin chi tiết","other"
"1722","hiên nguyên m lại về trở t đi học đi🤭","other"
"1747","trán rộng thế này anh phải úp được 2 cái bô nữa mới về hưu 🤣","disgust"
"2932","phạm bích diệp :)))","enjoyment"
"6626","bị xích là hiểu rồi đấy","enjoyment"
"7592","chỉ có 1 là bùm đơn ảo để tăng lượt bán thu hút khách hàng 2 là bán thật thì thuế 1 tỷ thì ông đó bán ít gì cũng 10 tỷ nhỉ","other"
"6393","vũ thị ngọc huyền mình thì tự nhiên như nhà mình ý 😂","enjoyment"
"7273","lam quỳnh anh xem cái này xong anh bị ocd với phòng của mình","other"
"6476","may xích vào chứ kh nó đấm cả xóm =))))","disgust"
"6442","minh thi bố hội mẹ hưởng","other"
"1851","hết củi nên tạm thời không gác bếp được 😐","disgust"
"1166","tự nhiên cái t cười theo 2 đ bay","enjoyment"
"5244","khổ ông công nông rồi","sadness"
"996","ducc minh em có vậy đâuuuuu","anger"
"5906","thương quá điiiii❤️🥰","enjoyment"
"444","đau thương quá trời ơi","sadness"
"2723","ngoài hai chữ thiên tài ra thì không còn câu từ nào có thể hình dung được nữa rổi","enjoyment"
"5814","một quả quá chính xác ngủ luôn","other"
"4517","siêu âm ở bụng có biết đc trứng mình còn nhiều hay ít k bác sỹ","other"
"6141","nhà ai có cháu mới thấm câu này","other"
"4641","ê nhiều nhỏ ngộ thế bộ bọn m kh bao g hết tiền hả yêu thì lúc b trai trả thì mình cx có lúc ph trả chứ cứ ph là ctrai trả mới dc à hết tiền là kh yêu nx à cứ ph có tiền mới chịu ăn sang ăn quý thì kiếm đại gia ấy qen mấy thg này khổ bọn nó","anger"
"4269","đúng vậy nhưng đời nó có nhiều kiểu tệ bỏ mẹ ra 🤣","disgust"
"735","hạ được f35 hay ko thì xem cổ phiếu của tài phiệt martin nếu tụt dốc chứng tỏ iran vít cổ f35 thật đấy 😄","enjoyment"
"4485","ông này là bác sỉ hả mọi người 🤣","enjoyment"
"7517","bán lời được 300 kg mà đóng thuế 1 tỉ đóng thuế kiểu đó chắc đi ăn cướp trả","disgust"
"2210","đoạn này người ta dễ tủi thân lắm nghen 🤣","enjoyment"
"5354","này thì lương gv cao lắm làm bia đỡ cho htr kakakka","enjoyment"
"7150","t tưởng có mình t chứ:)","surprise"
"4960","chuẩn mực luôn 🤣","enjoyment"
"4736","ôi sao đoạn tin nhắn này chạm đến mk vậy","other"
"1212","bữa khác được hong =))))","enjoyment"
"900","chị google bảo lên phường rồi","other"
"2101","minh thư để anh công pháp quốc tế chúc em ngụ ngon 😚😘","other"
"3359","có ai nói anh xạo ở chứ","other"
"488","thật sự đau lòng quá","sadness"
"2904","ông bà ta có câu vợ chồng đồng lòng tát biển đông cũng cạn có sai đâu","other"
"7340","4x5 kts làm việc công năng nhưng vật chật","other"
"4521","xin địa chỉ bác sĩ ơi","other"
"1140","nhẹ nhàng nh cute xỉuuu trông 2 bạn cười rất hp luôn","enjoyment"
"2535","minh phương mua cốc trà nho xanh kem cheese về uống 1m a chịu e luôn","other"
"3502","gia hân vợ bạn quái nhỉ","surprise"
"3180","quyênn emm gì mà y chang vậy trời","surprise"
"4977","để icon 🤭 đây cái chứ chưa biết cãi lại ntn 🤣","enjoyment"
"2164","ông zoom lên để sục hay gì vậy :)))","disgust"
"4841","không biết ở đâu mà chào","other"
"6238","mình lại hy vọng là tiền 🥰","enjoyment"
"5002","ck tao có thẻ ngành còn hỏi sao vk biết🤣","enjoyment"
"3099","minh hiếu được vậy thì🤭🤭","other"
"178","đinh thảo nguyên thâm thì thôi luôn má quãi chè đậu","disgust"
"368","đi tò hay sao mà 710 năm 🤣","enjoyment"
"3368","đặng thị ngọc huyền chín em","other"
"1215","quán cf k đẹp a ấy k cầu kì nhưng bạn đã được a ấy trân trọng v là trước hết bạn thắng đời 10 r mong 2 bạn sau khi về chung nhà dù trãi qua nhiều sóng gió vẫn sẽ được như vậy nhé","other"
"3663","kymz phụng để anh mua đi xem phim","other"
"879","lại kính thưa quý tòa🤣","enjoyment"
"1743","úp bô xong khắc phục hậu quả 😹 công thức thành công","enjoyment"
"7541","ủa mà ý là thuế mới này tính ntn vậy ấy mn em không bán hàng nhưng bố mẹ em ở nhà có mà về quê thấy trên bàn ăn bố nhậu bố bảo thuế gì mà 10%bát phở 25k thuế 25k là gì ấy nghe hoang mang quáai hiểu giải thích cho em với","other"
"3975","tội nghiệp con bé chắc gàu đầy đầu","other"
"2171","ê tính ra ông biến thái á :)))","disgust"
"1589","con cặn bã này phải tù mọt gông mới đúng","disgust"
"5984","duy từ 49 lên 65kg 🤣🤣🤣 công nhận mềnh mát tay abajn nhể","other"
"2703","hỏi thật đi trc ông cướp crush của hắn đúng ko","other"
"982","huỳnh trúc sắc nét y hịt thủy trúc từng mili mét 🤣","enjoyment"
"2859","vậy mà tụi nó có hiểu đâu","sadness"
"6575","cái mặt đủ hiểu he 🤣🤣🤣🤣","enjoyment"
"560","thuyy duongg nguyên bầy meo meo luôn🐱🐱","enjoyment"
"38","nó đang cắn mình chứ bạn bè đb gì","anger"
"4727","là sắp vụn vỡ rồi đấy mà đã vỡ thì đố mà gắn đc ở đấy mà gặp anh tí k","other"
"7480","ê ng bảo ngọc","other"
"4630","phang con lô rồi dẫn nàng đi ăn phở😂","enjoyment"
"6365","gái cưkbang 😀 hồi xưa anh rể đến cx y chan 😂🤣🤣","enjoyment"
"1822","nếu mà chấp nhận lời đề nghị thì đéo bằng cái đb tao","anger"
"6542","cái mặt nó cứ vênh vênh đong đưa mới ghê","disgust"
"1439","phạm linh phá đấy","other"
"4404","manifest đỗ nv1 hoặc nv2","other"
"2748","đàn ông vất vả hơn là chắc chắn khổ cũng ko dám kêu cố mà chịu","sadness"
"7027","yêu là phải nện nhưng nện chưa chắc đã là yêu","other"
"912","lại lên phường nộp ngân lượng vào kho","enjoyment"
"1372","lê quang hưng ý là","surprise"
"64","2 đứa có khác mẹ gì nhau đâu cùng quay nhau mà ák độc như nhau kkk","disgust"
"640","ng lộcghen tị vaiz","other"
"1358","rong rêu gen cao ms là gen trội chứ fen","other"
"3374","cảm ơn duyên trời cho mình gặp nhau xa thương gần yêu vòng tay em ôm hạnh phúc anh nhé cảm ơn lời khen của anh nụ cười luôn đẹp khi mình bên nhau cho ta năm tháng đợi chờ ngày vui sẽ về nỗi buồn biến tan tặng anh hôn yêu mãi không nguôi hôn anh drake","enjoyment"
"7334","hannah trang nguyen coi cuốn ghê","enjoyment"
"2989","quốc tuấn 😂😂😂","enjoyment"
"383","với lại học sinh tphcm có vẻ mạnh tiếng anh hơn học sinh tỉnh nên tất yếu các bạn chọn tiếng anh để thi như thời em bạn bè ai không đi học cao thì toàn chọn xã hội để thi cho dễ đậu thôi còn mấy môn như tự nhiên hay ngoại ngữ chỉ có những ai đi học lên chọn ngành nghề thì mới đăng ký những môn đó","other"
"3895","gặp rồi nhưng vẫn nhớ=))","other"
"1041","ngô quốcanhh k thừa nét nào","other"
"3345","yến vy lâu quá không thấy 😌","enjoyment"
"5095","idol dương fg","other"
"2905","giờ này vẫn còn phân biệt đàn ông đàn bà ai khổ hơn ai à thế đàn ông mà phân biệt như này mặc váy mẹ đi rồi so sánh mỗi người mỗi công việc mỗi trách nhiệm khổ sướng cái lồn gì","anger"
"2788","đàn ông không khóc không than thở nên đa số phụ nữ cho rằng đàn ông không khổ thôi nhưng mình mong đàn ông sẽ luôn như thế không vì nữ quyền bình đẳng giới hiện tại mà thay đổi tính cách trở nên ủy mị như phụ nữ","other"
"4978","nói cho lắm vào rồi vẫn lòi cái đuôi ra","other"
"2942","vân khanh đúng người rồi cưới đi","other"
"7609","chỗ t hơn 6tỷ kia kìa🙂","other"
"2700","pon thiên tài là đây chứ đâu","enjoyment"
"6964","ai tinh tế dc như a🤣🤣","enjoyment"
"1509","mẹ bắp còn tiền ko ủng hộ cho ngân hoà kìa răng sứ ủng hộ audi 😁","disgust"
"6902","em nhắn anh stk ý là sa tao ko hhh","other"
"5375","vãi ò 23 người quên trả thiệt là tâm đầu ý hợp","surprise"
"411","mới coi trên tiktok bạn kia live luôn","other"
"3043","con mẹ mày có thôi đi không 😂😂","anger"
"1490","ông ngoại tôi m82 bà ngoại m71 mẹ tôi m72 và lấy bố tôi m55 mới đến tồi m58🥲🥲🥲","sadness"
"744","ship cho quả bom vô tòa soạn còn fake news thì ship típ","disgust"
"3109","hạnh phúc quá nhỉ cho yêu với được không","other"
